,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
4685,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4
2748,1,2,2,1,4,1,1,2,1,1,1,2,2,3,2,1,1,1,2,3,2,2
2083,2,2,2,1,2,1,2,1,4,2,2,2,3,3,2,1,1,1,3,3,4,1
5777,1,3,6,2,1,1,1,1,9,2,1,2,3,3,2,1,1,1,2,1,2,6
8054,4,2,2,1,2,1,2,1,9,1,3,1,2,3,2,1,1,2,2,4,6,1
7143,1,3,4,1,1,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,2
4845,3,1,4,2,2,1,1,1,9,1,3,2,2,3,2,1,1,2,3,4,5,5
5866,2,3,6,2,2,1,1,1,5,1,1,2,2,3,2,1,1,2,2,7,2,1
6611,1,1,5,1,1,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,2
3857,1,3,3,1,4,1,2,2,6,1,1,2,2,3,2,1,1,1,2,2,2,2
6678,2,1,5,1,3,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,2
4538,2,1,2,1,1,1,1,1,2,1,1,1,1,7,5,1,1,1,1,1,2,1
5944,2,1,6,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,7,2,1
6896,2,3,5,1,5,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,4
620,4,3,3,2,8,1,1,1,9,1,5,2,2,3,2,1,1,1,2,2,6,1
1919,1,2,5,2,2,1,1,1,6,2,1,2,2,2,2,1,1,1,2,3,1,2
7645,2,1,5,1,3,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,3
6020,2,3,5,1,5,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,2
1728,1,3,2,1,2,1,2,1,4,2,2,3,3,3,2,1,1,1,3,2,3,1
478,4,1,1,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,3,4,7
1352,2,3,4,1,2,1,2,1,10,2,2,2,3,3,2,1,1,1,3,2,3,1
5090,1,1,2,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,4
3103,1,3,2,1,4,1,2,2,5,1,1,2,2,3,2,1,1,1,2,3,4,2
5835,1,1,3,1,2,1,1,2,2,1,3,2,3,3,2,1,1,1,4,1,1,2
4570,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
4190,2,2,2,1,1,1,1,1,5,1,1,1,1,7,1,1,1,1,1,1,2,4
7387,3,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,3,1,2,5,2,3
1033,1,3,3,1,2,1,2,1,1,2,2,2,2,3,2,1,1,1,3,2,4,1
2407,1,1,5,2,2,1,1,1,9,2,1,2,2,2,2,1,1,1,2,3,1,2
286,4,1,3,2,7,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,4,1
550,1,2,2,1,2,1,2,1,2,2,2,3,2,3,2,1,1,1,3,2,4,1
4746,2,2,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,1,4
7544,2,1,5,1,3,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,4
3094,1,3,2,1,4,1,2,2,5,1,1,2,2,3,2,1,1,1,2,2,2,2
7674,3,3,5,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,3
4674,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,4
3680,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,3,2,2
1425,2,3,4,1,2,1,2,1,1,2,2,2,2,3,2,1,1,1,3,2,4,1
7437,3,3,4,1,3,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,3
3478,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4
3299,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
5436,1,2,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,2,4
6855,1,3,5,1,1,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,4
2251,2,2,2,1,2,1,2,1,2,2,2,3,3,3,2,1,1,1,3,2,4,1
3433,2,2,5,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2
1608,1,3,4,1,2,1,2,1,10,2,2,3,3,3,2,1,1,1,3,2,4,1
1699,1,2,4,2,2,1,1,1,9,2,1,2,2,3,3,1,1,1,2,3,1,2
7283,1,2,3,1,2,1,2,1,9,1,3,2,2,3,2,1,1,2,2,4,6,1
3214,2,2,2,2,2,1,1,1,6,2,1,2,2,3,1,1,1,1,2,2,2,2
4296,2,2,2,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,4
3187,1,2,2,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,4
4786,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
3257,1,2,7,1,4,1,1,2,5,1,1,2,2,3,2,1,1,1,2,2,2,2
2337,1,2,4,2,2,1,1,1,9,2,1,2,2,3,3,1,1,1,2,2,1,2
2227,1,1,2,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,3,1,2
3836,2,1,2,2,2,1,1,1,1,2,1,2,2,3,3,1,1,1,2,2,2,2
1720,2,3,3,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,3,3,1
701,1,1,1,2,8,1,1,1,4,1,4,2,4,3,2,1,1,1,2,3,4,4
4707,2,3,7,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,7,2,1
4918,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8030,3,1,5,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,4
4315,1,2,1,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,2,2
7871,3,3,3,1,2,1,2,1,1,1,3,1,1,3,2,1,1,2,2,4,6,1
5214,2,1,7,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,7,2,7
7042,3,1,4,1,3,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
2825,1,2,5,2,2,1,1,1,6,2,1,2,2,1,1,1,1,1,2,3,2,2
2418,2,2,4,2,2,1,1,1,1,2,1,2,2,1,3,1,1,1,2,3,2,2
1615,1,3,3,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,2,3,1
833,1,1,1,2,8,1,1,1,1,1,4,2,4,3,2,1,1,1,2,2,1,4
1995,2,3,4,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,2,4,1
4868,1,1,4,1,1,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,3
549,2,2,4,1,2,1,1,2,4,1,2,2,2,3,2,1,1,1,2,2,1,6
1020,4,3,1,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,6,7
248,1,3,4,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,3,4,1
5138,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
7111,2,1,5,1,5,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,2
296,1,2,2,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,3,4,1
5621,3,3,7,2,2,1,1,1,11,1,3,2,2,6,2,1,1,2,3,4,5,5
57,1,3,1,2,8,1,1,1,10,1,5,2,2,3,2,1,1,1,2,3,6,1
7635,2,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,2,1,2,5,5,3
5782,2,1,4,1,2,1,1,2,9,1,3,1,4,3,6,1,1,1,3,4,2,2
4730,2,1,2,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,1
4031,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,2,2
100,4,3,1,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,3,6,1
4701,1,2,3,1,4,1,1,2,5,1,1,2,2,3,2,1,1,1,2,3,4,2
3941,1,1,2,2,2,1,1,1,1,2,1,2,2,3,1,1,1,1,2,3,1,2
4323,2,1,2,1,1,1,1,1,2,1,1,1,1,5,7,1,1,1,1,1,1,1
4561,1,1,1,1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,1,4
6270,2,3,5,1,3,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,2
532,2,1,4,2,8,1,1,1,9,1,4,2,4,3,2,1,1,1,2,3,1,4
6210,2,3,4,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
2957,1,2,5,2,2,1,1,1,9,2,1,2,2,3,1,1,1,1,2,2,1,2
3470,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,3,2,2
1370,1,3,4,1,2,1,2,1,1,2,2,2,2,3,2,1,1,1,3,3,4,1
3994,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1
346,1,3,1,2,7,1,1,1,4,1,5,2,2,3,2,1,1,1,2,2,6,7
1744,2,3,3,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,2,4,1
1670,1,1,3,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,2,6,7
2439,1,1,2,2,2,1,1,1,6,2,1,2,2,3,2,1,1,1,2,2,1,2
1817,2,3,3,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,2,4,1
681,1,2,1,2,7,1,2,2,9,2,1,2,2,3,2,1,1,1,2,8,2,2
434,4,3,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,6,7
3458,2,1,4,2,2,1,1,1,9,2,1,2,2,3,1,1,1,1,2,3,2,2
5075,2,2,2,1,1,1,1,1,2,1,1,1,1,7,1,1,1,1,1,1,1,4
6277,1,3,5,1,1,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,4
1489,2,2,2,1,2,1,2,1,1,2,2,3,2,3,2,1,1,1,3,3,4,1
3018,2,1,5,2,2,1,1,1,4,2,1,2,2,2,2,1,1,1,2,3,2,2
6927,1,1,7,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,4,1,4
7005,3,3,5,1,1,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
3555,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,2
1979,2,2,3,1,2,1,2,1,1,2,2,2,2,3,2,1,1,1,3,2,4,1
6769,2,1,5,1,5,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,4
6775,1,3,5,1,5,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
5810,2,3,3,2,1,1,1,1,1,2,1,2,2,3,2,1,1,1,2,1,2,1
1181,2,2,2,1,2,1,2,1,2,2,2,3,2,3,2,1,1,1,3,2,3,1
1375,2,2,3,1,2,1,2,1,10,2,2,2,3,3,2,1,1,1,3,3,4,1
5711,2,3,6,2,1,1,1,1,2,2,1,2,2,3,2,1,1,1,2,1,2,1
3096,1,3,7,1,4,1,1,2,1,1,1,2,2,3,2,1,1,1,2,2,4,2
6963,1,1,5,1,3,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,3
2272,1,1,5,2,2,1,1,1,6,2,1,2,2,2,2,1,1,1,2,3,1,2
626,5,2,2,1,2,1,1,2,1,1,2,2,2,3,2,1,1,1,2,3,1,6
6114,1,1,5,1,3,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,3
4001,2,1,4,2,2,1,1,1,4,2,1,2,2,2,2,1,1,1,2,3,2,2
5176,4,1,3,2,2,1,1,1,12,1,1,2,2,3,2,1,1,2,2,7,2,1
6292,2,3,5,1,3,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
6710,1,3,4,1,1,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,3
84,1,3,4,1,2,1,2,1,10,2,2,2,2,3,2,1,1,1,3,3,4,1
5946,4,3,6,2,2,1,1,1,12,1,1,2,2,3,2,1,1,2,2,7,2,1
1650,1,3,3,1,2,1,2,1,4,2,2,2,2,3,2,1,1,1,3,2,4,1
2882,1,1,5,2,2,1,1,1,4,2,1,2,2,3,2,1,1,1,2,2,1,2
3728,2,2,5,2,2,1,1,1,6,2,1,2,2,1,3,1,1,1,2,2,1,2
7423,3,1,5,1,1,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,4
2945,2,2,2,2,2,1,1,1,1,2,1,2,2,3,3,1,1,1,2,3,1,2
5140,1,1,4,1,1,1,1,2,3,2,3,1,2,1,1,1,1,1,3,4,2,4
418,2,2,2,1,2,1,2,1,2,2,2,3,3,3,2,1,1,1,3,2,3,1
4250,1,2,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,1
3960,2,2,2,2,2,1,1,1,9,2,1,2,2,1,1,1,1,1,2,3,2,2
7746,4,3,2,1,2,1,2,1,9,1,3,1,1,3,2,1,1,2,2,4,6,1
4906,2,2,2,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,1,2
5039,2,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,4
8114,1,3,4,1,2,2,1,1,8,1,3,2,2,4,4,1,3,1,2,9,2,3
293,1,3,3,2,7,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,4,7
5938,2,1,4,2,2,1,1,1,9,1,3,2,2,6,8,1,1,2,3,4,5,5
3757,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,4
7880,3,1,5,1,1,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,3
6679,2,1,4,1,5,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,3
5887,2,3,2,2,1,1,1,1,9,2,1,3,3,3,2,1,1,1,2,1,2,6
7656,1,3,5,1,1,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,3
6870,1,3,5,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,3
1149,2,3,3,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,3,3,1
4998,1,1,4,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,4
3034,2,1,4,2,2,1,1,1,9,2,1,2,2,2,1,1,1,1,2,2,1,2
3340,1,2,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,4
4634,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2
6652,1,1,5,1,1,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
6140,2,1,5,1,5,1,1,2,3,2,3,2,2,1,2,1,1,1,3,4,2,3
7151,1,3,5,1,3,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,2
438,1,1,4,2,7,1,1,1,1,1,4,2,4,3,2,1,1,1,2,2,1,4
5193,1,1,4,1,1,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,3
2628,1,2,4,2,2,1,1,1,9,2,1,2,2,2,3,1,1,1,2,2,1,2
6452,2,1,4,1,3,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,4
6582,2,1,4,1,3,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,4
2375,1,2,2,2,2,1,1,1,9,2,1,2,2,2,3,1,1,1,2,3,2,2
6890,2,3,5,1,3,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
8047,3,3,4,1,5,1,1,2,3,2,3,2,1,3,1,1,1,1,3,4,2,2
5227,1,3,6,2,1,1,1,1,9,2,1,2,2,3,2,1,1,1,2,1,4,6
6248,2,1,4,1,5,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,4
4169,1,3,6,2,1,1,1,1,9,2,1,3,2,3,2,1,1,1,2,1,4,6
1721,1,2,4,1,2,1,2,1,2,2,2,2,3,3,2,1,1,1,3,2,3,1
1739,1,2,3,1,2,1,2,1,2,2,2,2,3,3,2,1,1,1,3,3,3,1
373,1,3,3,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,3,4,7
3203,2,2,2,2,2,1,1,1,9,2,1,2,2,2,3,1,1,1,2,2,1,2
7369,1,1,7,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,4,2,4
1978,1,2,5,2,2,1,1,1,1,2,1,2,2,2,3,1,1,1,2,3,2,2
3422,2,1,2,2,2,1,1,1,4,2,1,2,2,2,2,1,1,1,2,3,1,2
4461,2,1,2,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,4
7565,1,2,2,1,2,1,2,1,9,1,3,2,2,3,2,1,1,2,2,4,4,1
3950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
2510,1,1,5,2,2,1,1,1,9,2,1,2,2,1,1,1,1,1,2,2,2,2
5940,1,3,2,2,1,1,1,1,9,2,1,2,3,3,2,1,1,1,2,1,2,1
4407,2,1,2,1,1,1,1,1,5,1,1,1,1,7,7,1,1,1,1,1,1,1
4446,2,1,2,1,1,1,1,1,2,1,1,1,1,7,7,1,1,1,1,1,1,4
6365,3,2,3,1,2,1,2,1,1,1,3,1,1,3,2,1,1,2,2,4,6,1
2166,1,2,2,2,2,1,1,1,1,2,1,2,2,1,3,1,1,1,2,3,1,2
6835,2,3,4,1,1,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,3
1393,2,2,2,1,2,1,2,1,10,2,2,2,3,3,2,1,1,1,3,3,4,1
812,1,1,3,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,2,2,1
1871,2,2,3,1,2,1,2,1,4,2,2,2,3,3,2,1,1,1,3,3,3,1
1662,1,3,1,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,3,6,1
6011,1,3,4,1,3,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,3
6200,1,3,4,1,1,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,2
6147,1,3,4,1,3,1,1,2,3,2,3,1,1,1,2,1,1,1,3,4,2,4
2131,1,1,4,2,2,1,1,1,6,2,1,2,2,2,2,1,1,1,2,2,2,2
6271,1,3,5,1,3,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,2,4
2517,2,3,3,1,2,1,2,1,4,2,2,3,2,3,2,1,1,1,3,2,4,1
5761,1,3,3,2,1,1,1,1,2,2,1,3,3,3,2,1,1,1,2,1,2,6
2345,1,2,3,1,2,1,2,1,2,2,2,2,3,3,2,1,1,1,3,2,4,1
4824,2,1,1,1,1,1,1,1,5,1,1,1,1,7,1,1,1,1,1,1,2,2
4660,1,3,3,2,1,1,1,1,2,2,1,3,3,3,2,1,1,1,2,1,4,6
1755,2,2,2,1,2,1,2,1,10,2,2,2,2,3,2,1,1,1,3,2,4,1
1747,2,1,4,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,2,4,6
921,1,1,1,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,3,6,1
322,4,1,1,2,7,1,1,1,4,1,5,2,2,3,2,1,1,1,2,3,4,7
3011,2,1,5,2,2,1,1,1,6,2,1,2,2,1,3,1,1,1,2,2,1,2
6669,2,3,4,1,3,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,4
7965,4,3,3,1,2,1,2,1,1,1,3,2,1,3,2,1,1,2,2,4,6,1
3571,1,2,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,4
3418,2,1,5,2,2,1,1,1,9,2,1,2,2,2,3,1,1,1,2,3,1,2
2908,1,2,2,2,2,1,1,1,1,2,1,2,2,3,1,1,1,1,2,2,1,2
2173,1,1,5,2,2,1,1,1,4,2,1,2,2,3,3,1,1,1,2,2,1,2
7866,1,3,2,1,2,1,2,1,5,1,3,1,2,3,2,1,1,2,2,4,4,1
231,1,1,1,2,8,1,1,1,4,1,4,2,4,3,2,1,1,1,2,2,1,4
2495,2,2,4,2,2,1,1,1,6,2,1,2,2,3,2,1,1,1,2,2,1,2
110,5,2,2,1,2,1,1,2,5,1,2,2,2,3,2,1,1,1,2,3,1,6
4515,1,1,2,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,2,1
1079,2,2,3,1,2,1,2,1,2,2,2,2,2,3,2,1,1,1,3,3,3,1
2812,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2
1115,2,2,2,1,2,1,2,1,4,2,2,3,3,3,2,1,1,1,3,2,4,1
6578,3,1,5,1,5,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,4
6831,1,3,5,1,3,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,4
1467,2,2,2,1,2,1,2,1,2,2,2,2,2,3,2,1,1,1,3,3,3,1
4012,2,1,2,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,2,2
2404,1,1,4,2,2,1,1,1,9,2,1,2,2,3,2,1,1,1,2,2,2,2
1578,2,1,4,2,6,1,1,2,4,1,2,2,2,3,2,1,1,1,2,3,4,1
3685,1,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1
7300,3,3,2,1,2,1,2,1,1,1,3,1,2,3,2,1,1,2,2,4,6,1
4382,1,1,1,1,1,1,1,1,2,1,1,1,1,7,7,1,1,1,1,1,2,4
1793,1,2,4,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,2,3,1
1450,2,3,4,2,6,1,1,2,10,1,2,2,2,3,2,1,1,1,2,2,2,6
6497,2,1,4,1,3,1,1,2,3,2,3,1,1,1,1,1,1,1,3,4,2,2
2069,2,2,2,2,2,1,1,1,4,2,1,2,2,2,1,1,1,1,2,3,1,2
3624,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
2932,1,2,5,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,3,2,2
5061,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,4
6218,3,3,3,1,2,1,2,1,5,1,3,2,1,3,2,1,1,2,2,4,4,1
3955,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,4
3980,1,2,7,1,4,1,2,2,1,1,1,2,2,3,2,1,1,1,2,3,2,2
2351,1,1,2,2,2,1,1,1,4,2,1,2,2,3,3,1,1,1,2,3,2,2
1488,2,1,4,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,2,4,1
5151,2,1,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,1,4
6261,1,3,4,1,5,1,1,2,3,2,3,1,2,1,2,1,1,1,3,4,2,3
7663,4,3,4,1,2,2,1,1,7,1,3,2,2,4,4,1,3,1,2,5,5,3
2036,1,2,2,1,2,1,2,1,1,2,2,3,3,3,2,1,1,1,3,2,3,1
5889,2,1,1,1,1,1,1,1,1,1,1,1,1,5,7,1,1,1,1,1,1,2
3012,1,2,3,1,4,1,1,2,1,1,1,2,2,3,2,1,1,1,2,2,4,2
5407,2,1,1,1,1,1,1,1,5,1,1,1,1,7,7,1,1,1,1,1,2,4
1514,2,2,2,1,2,1,2,1,4,2,2,3,3,3,2,1,1,1,3,2,3,1
265,2,3,2,1,2,1,2,1,1,2,2,2,2,3,2,1,1,1,3,3,3,1
0,1,3,1,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,6,1
1451,1,2,4,1,2,1,2,1,4,2,2,3,3,3,2,1,1,1,3,2,3,1
3715,2,1,4,2,2,1,1,1,9,2,1,2,2,2,3,1,1,1,2,2,1,2
4825,4,2,1,1,2,1,1,2,9,1,3,1,4,3,5,1,1,1,3,4,2,2
3154,2,2,2,2,2,1,1,1,6,2,1,2,2,3,2,1,1,1,2,3,1,2
2836,2,2,4,2,2,1,1,1,4,2,1,2,2,1,1,1,1,1,2,2,1,2
5253,1,3,6,2,1,1,1,1,1,2,1,3,3,3,2,1,1,1,2,1,4,1
838,1,1,3,2,7,1,1,1,9,1,5,2,2,3,2,1,1,1,2,3,4,1
14,5,2,2,1,2,1,1,2,10,1,2,2,2,3,2,1,1,1,2,2,1,6
6157,1,1,5,1,1,1,1,2,3,2,3,1,1,3,2,1,1,1,3,4,2,2
5904,1,3,3,2,1,1,1,1,1,2,1,3,2,3,2,1,1,1,2,1,4,6
3328,1,2,2,2,2,1,1,1,1,2,1,2,2,3,1,1,1,1,2,3,2,2
4424,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,2
8,4,3,1,2,7,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,4,7
4936,1,1,2,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,2,1
2603,2,2,4,2,2,1,1,1,4,2,1,2,2,2,2,1,1,1,2,2,2,2
2316,2,1,4,2,2,1,1,1,9,2,1,2,2,3,1,1,1,1,2,3,1,2
1039,1,1,1,2,7,1,1,1,9,1,4,2,4,3,2,1,1,1,2,2,1,4
3182,2,2,5,2,2,1,1,1,9,2,1,2,2,2,2,1,1,1,2,2,1,2
6124,2,1,5,1,5,1,1,2,3,2,3,2,1,1,2,1,1,1,3,4,2,3
5357,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
3352,2,2,5,2,2,1,1,1,6,2,1,2,2,3,3,1,1,1,2,3,2,2
5096,4,1,7,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,7,2,1
3790,2,1,4,2,2,1,1,1,9,2,1,2,2,2,2,1,1,1,2,3,2,2
339,1,3,3,2,7,1,1,1,10,1,5,2,2,3,2,1,1,1,2,2,4,1
121,2,1,4,2,6,1,1,2,1,1,2,2,2,3,2,1,1,1,2,3,2,1
4914,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1
4022,1,1,5,1,5,1,1,2,3,2,3,1,2,3,2,1,1,1,3,4,2,4
1090,1,1,4,2,7,1,1,1,4,1,4,2,4,3,2,1,1,1,2,3,1,1
7959,4,2,3,1,2,1,2,1,5,1,3,1,1,3,2,1,1,2,2,4,4,1
1372,4,3,1,2,8,1,1,1,5,1,5,2,2,3,2,1,1,1,2,3,4,1
6111,1,3,5,1,1,1,1,2,3,2,3,1,1,3,1,1,1,1,3,4,2,4
1317,4,3,1,2,8,1,1,1,4,1,5,2,2,3,2,1,1,1,2,3,4,7
622,2,1,1,2,7,1,1,1,4,1,4,2,4,3,2,1,1,1,2,3,4,4
1419,1,3,3,2,6,1,1,2,9,1,2,2,2,3,2,1,1,1,2,2,4,6
1541,1,3,4,1,2,1,2,1,2,2,2,2,2,3,2,1,1,1,3,3,3,1
8037,1,1,2,2,2,1,1,1,9,1,1,2,2,3,2,1,1,2,2,4,1,4
2569,1,2,5,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2
6055,2,3,5,1,1,1,1,2,3,2,3,2,2,1,1,1,1,1,3,4,2,2
7670,1,3,2,1,2,1,2,1,9,1,3,1,1,3,2,1,1,2,2,4,4,1
7452,3,1,4,1,1,1,1,2,3,2,3,2,1,3,2,1,1,1,3,4,2,2
2225,1,2,5,2,2,1,1,1,4,2,1,2,2,1,1,1,1,1,2,2,1,2
1410,2,3,4,1,2,1,2,1,1,2,2,2,3,3,2,1,1,1,3,3,4,1
2127,1,2,2,1,1,1,1,1,1,1,1,1,1,5,7,1,1,1,1,1,1,1
2903,1,1,2,2,2,1,1,1,4,2,1,2,2,3,2,1,1,1,2,2,1,2
889,1,2,4,2,2,1,1,1,6,2,1,2,2,2,1,1,1,1,2,2,1,2
5743,2,1,6,2,2,1,1,1,5,1,1,2,2,3,2,1,1,2,2,7,2,7
